C:\ICPCHEM\1\DATA\Laser\09DEC_2.D
Intensity Vs Time,CPS
Acquired      : Dec 9 2010  04:51 pm using AcqMethod DJoto.m
Time [Sec],Li7,Na23,Mg24,P31,Ca43,Sc45,V51,Cr53,Mn55,Fe57,Co59,Ni60,Cu63,Zn64,Cu65,Ge72,Rb85,Sr88,Y89,Cd114,Sn118,Ba137,Au197,Pb208,Th232,U238
52.271,0,3214336.6,200,7701.93,1700.1,2800.26,600.01,0,1200.05,2000.13,400.01,200,2000.13,100,100,200,200,0,0,200,100,0,0,600.01,0,0
52.582,0,3222751.05,0,5601.02,1300.06,2900.28,300,500.01,3400.38,2700.24,100,0,1000.03,0,200,400.01,500.01,0,0,0,300,0,0,500.01,0,0
52.893,0,3259715.89,200,7801.98,1300.06,3500.4,200,200,2300.18,2200.16,100,0,1800.11,200,100,400.01,0,0,0,0,100,0,0,400.01,0,0
53.204,0,3248033.86,100,8502.35,1000.03,3300.36,600.01,100,2800.26,3100.32,100,0,900.03,0,700.02,800.02,200,0,0,0,100,100,0,200,0,0
53.515,0,3292448.51,100,6601.42,900.03,2400.19,600.01,300,2400.19,2800.26,0,0,1400.07,200,100,500.01,100,0,0,0,100,0,0,700.02,0,0
53.827,0,3267854.76,200,7301.73,1100.04,3200.34,200,200,1800.11,3400.38,100,0,1100.04,0,400.01,400.01,200,0,0,0,0,100,0,600.01,0,0
54.138,0,3240259.06,100,8802.52,600.01,3300.36,100,200,2700.24,2500.21,100,0,1300.06,0,200,800.02,300,0,0,100,200,0,0,200,0,0
54.449,0,3266093.04,100,6801.5,500.01,2900.28,200,500.01,2900.28,2300.18,200,0,2000.13,100,300,300,0,100,0,100,100,0,0,600.01,100,0
54.76,0,3276731.71,0,6001.17,500.01,3000.3,300,200,2600.22,3600.43,0,100,1000.03,0,500.01,400.01,300,0,0,0,100,0,0,700.02,0,0
55.071,0,3290145.78,400.01,6801.5,400.01,2200.16,300,600.01,2300.18,2900.28,0,300,1600.09,100,200,500.01,0,0,0,100,200,100,0,400.01,100,0
55.382,0,3266703.2,0,7001.59,1100.04,2500.21,200,0,3000.3,2500.21,0,0,1300.06,0,300,300,200,0,0,0,100,0,0,900.03,0,0
55.693,0,3289279.76,200,6201.25,500.01,2400.19,600.01,200,2400.19,2500.21,100,0,1400.07,100,100,500.01,300,0,0,200,0,0,0,500.01,0,0
56.004,0,3291523.51,100,7001.59,1600.08,2400.19,500.01,100,3300.36,3300.36,200,0,1700.1,0,600.01,600.01,200,0,0,0,200,0,0,800.02,0,0
56.315,0,3278099.68,200,6201.25,700.02,2600.22,200,100,2600.22,3200.34,0,200,1700.1,100,100,400.01,200,0,0,200,0,0,100,500.01,0,0
56.626,0,3241381.13,0,7801.98,1000.03,3100.32,200,0,2100.15,2700.24,100,0,2200.16,0,600.01,400.01,200,0,0,100,0,0,0,700.02,0,0
56.937,0,3252206.71,100,7501.83,600.01,2800.26,200,400.01,2800.26,3100.32,0,200,800.02,0,0,300,200,0,0,0,400.01,0,0,300,0,100
57.248,0,3232100.46,200,8102.13,1100.04,2700.24,200,200,2000.13,2400.19,0,200,1900.12,300,700.02,100,0,0,0,100,300,0,0,800.02,0,0
57.559,0,3251281.71,200,6501.37,900.03,3100.32,200,400.01,1500.07,2000.13,100,0,1600.09,100,0,500.01,0,100,0,100,300,0,0,400.01,0,0
57.871,0,3276092.07,0,7601.88,1200.05,2300.17,400.01,0,1700.1,2600.22,0,0,1400.07,0,0,200,200,0,0,0,400.01,0,0,700.02,0,0
58.182,0,3236558.67,100,6101.21,700.02,2900.28,200,500.01,2800.26,2300.18,100,0,1000.03,0,200,500.01,0,0,0,0,100,0,0,400.01,0,0
58.493,0,3268425.46,100,7101.64,1200.05,3400.38,300,100,2300.18,3100.32,100,200,1400.07,0,0,300,200,0,100,100,200,0,0,300,0,0
58.804,0,3244235.03,200,7401.78,1000.03,3100.32,400.01,100,3200.34,2600.22,100,0,1400.07,0,0,500.01,0,0,0,0,100,0,0,300,0,0
59.114,0,3277804.37,300,7001.59,600.01,2500.21,400.01,200,2400.19,2800.26,200,0,1500.07,100,600.01,300,400.01,0,0,0,0,0,0,400.01,0,0
59.426,0,3258465.89,300,8102.13,800.02,3300.36,0,300,2600.22,2700.24,0,0,1700.1,0,100,500.01,200,0,0,100,0,0,0,400.01,0,0
59.737,100,3269193.24,100,6601.42,800.02,2300.17,300,300,2300.18,1800.11,0,0,1500.07,0,300,400.01,100,0,0,100,200,0,0,800.02,0,0
60.048,0,3245622.73,0,6701.46,600.01,3000.3,100,100,2500.21,2500.21,0,0,1600.09,100,400.01,0,400.01,0,0,100,0,0,0,800.02,0,0
60.359,0,3259853.59,100,5801.09,1600.08,2000.13,500.01,100,2500.21,3500.41,0,0,1300.06,500.01,200,400.01,0,0,0,100,200,0,100,400.01,0,0
60.67,0,3273129.76,0,7201.69,700.02,2600.22,300,300,2600.22,1900.12,0,0,1000.03,0,500.01,400.01,100,0,0,100,100,0,0,600.01,0,0
60.981,100,3248644.02,0,9002.63,1400.06,2900.28,200,300,2300.18,1200.05,100,0,1800.11,0,300,200,100,100,0,100,0,0,0,200,0,0
61.292,0,3270108.47,0,6101.21,1100.04,3100.32,500.01,100,1900.12,2300.18,0,0,1000.03,500.01,300,500.01,0,0,0,0,0,0,0,400.01,0,0
61.604,0,3262934.06,0,9102.69,800.02,2700.24,300,200,2300.18,3200.34,0,200,1600.09,0,500.01,100,0,0,100,200,200,0,0,300,0,0
61.915,0,3319384.84,100,7401.78,600.01,1900.12,0,300,2300.18,2400.19,0,0,1400.07,100,300,400.01,400.01,0,0,0,100,0,0,500.01,0,0
62.226,0,3239491.48,100,8802.52,900.03,3600.43,900.03,200,2600.22,3300.36,0,200,1800.11,0,600.01,400.01,200,0,0,0,100,0,0,1000.04,0,0
62.537,0,3256969.99,300,6101.21,700.02,3000.3,500.01,100,1800.11,3100.32,0,100,1100.04,300,300,400.01,100,0,0,0,300,0,0,1100.04,0,100
62.848,0,3205439.92,0,6001.17,1300.06,2800.26,1000.03,400.01,2300.18,3600.43,0,0,1100.04,100,300,200,400.01,0,0,0,300,0,0,300,0,0
63.159,0,3269695.19,100,7701.93,1300.06,1900.12,200,400.01,3000.3,3100.32,0,0,1200.05,0,300,900.03,100,0,0,100,200,0,0,500.01,0,0
63.47,100,3266024.29,200,8002.08,1000.03,2700.24,100,100,1700.1,3500.41,0,0,700.02,0,1000.03,400.01,500.01,0,0,200,200,0,0,800.02,0,0
63.781,0,3280875.07,100,7902.03,1500.07,2200.16,200,300,2300.18,3400.38,100,0,1600.09,0,300,200,100,0,100,0,100,0,0,500.01,0,0
64.092,100,3221904.76,0,6001.17,1100.04,2000.13,400.01,400.01,2400.19,2800.26,0,300,1700.1,0,200,200,200,0,0,0,200,0,100,600.01,0,0
64.403,0,3241007.1,200,6201.25,800.02,2100.14,100,200,2000.13,2700.24,0,0,1000.03,0,700.02,200,200,0,0,0,200,0,0,800.02,0,0
64.714,0,3269478.59,300,7902.03,900.03,3300.36,200,200,3200.34,1600.09,100,0,1500.07,0,500.01,500.01,100,0,100,200,100,0,0,1100.04,0,0
65.025,100,3236716.28,0,7701.93,1100.04,1800.11,200,200,1700.1,2300.18,0,0,1200.05,100,200,600.01,500.01,0,0,0,400.01,0,0,400.01,0,0
65.336,0,3243428.2,300,7801.98,900.03,2200.16,200,400.01,2200.16,2500.21,0,100,1600.09,300,200,300,200,0,0,0,100,0,0,400.01,0,0
65.648,0,3266742.65,100,7101.64,1000.03,2300.17,300,300,1900.12,2200.16,0,200,1900.12,100,500.01,200,100,0,0,0,200,0,0,400.01,0,0
65.959,0,3254401.44,100,5901.13,2000.13,2800.26,500.01,100,2500.21,3300.36,0,0,2000.13,200,100,200,100,0,0,0,100,0,0,500.01,300,100
66.27,0,3257501.44,200,7902.03,900.03,2900.28,300,200,1400.06,2700.24,0,0,1900.12,0,600.01,700.02,0,0,0,0,100,0,0,100,0,0
66.581,0,3272175.07,0,9603,1400.06,2600.22,600.01,0,2000.13,3300.36,0,0,1500.07,0,200,400.01,0,0,0,0,0,100,0,700.02,0,0
66.892,0,3223813.94,100,6801.5,1400.06,2300.17,300,100,2400.19,2300.18,0,100,1400.07,200,400.01,300,300,100,0,0,200,0,0,500.01,0,0
67.203,0,3255533.08,300,6001.17,1500.07,3100.32,300,200,1800.11,2600.22,0,100,1600.09,0,300,300,400.01,0,0,0,100,0,0,1200.05,0,0
67.514,0,3241253.2,100,7001.59,1200.05,3700.45,100,200,2100.15,2300.18,100,100,1100.04,0,200,400.01,100,0,100,100,300,0,100,500.01,0,0
67.825,0,3265059.84,0,7701.93,1600.08,1800.11,300,400.01,2400.19,3200.34,100,0,1600.09,200,400.01,200,0,0,0,0,100,0,0,300,0,0
68.136,200,3301768.43,100,7001.59,900.03,3900.5,0,200,2800.26,3800.48,0,100,1800.11,100,200,300,100,0,100,100,400.01,0,0,600.01,0,0
68.447,0,3179536.99,100,7601.88,500.01,3300.36,300,400.01,2000.13,4000.53,100,100,1800.11,500.01,200,800.02,400.01,700.02,300,0,100,0,0,800.02,300,500.01
68.758,600.01,3722965.71,200,6501.37,1600.08,3800.47,200,0,2900.28,2800.26,200,200,1300.06,100,300,600.01,200,800.02,200,0,100,0,0,1200.05,0,500.01
69.069,100,3749400.08,300,7801.98,2600.22,3200.34,700.02,300,2700.24,1800.11,300,0,1500.07,100,200,800.02,0,800.02,100,300,600.01,200,0,1200.05,200,400.01
69.38,0,3527198.13,300,7401.78,1800.11,2900.28,500.01,400.01,2200.16,3100.32,600.01,100,2200.16,800.02,700.02,1700.1,2900.28,3600.44,3100.33,900.03,2500.22,800.02,600.01,9803.52,4200.66,6801.73
69.692,1500.07,10949992.43,3500.4,7201.69,10203.41,5701.07,2800.26,600.01,7301.76,3200.34,2500.21,900.03,5501.01,1600.09,2100.15,5100.87,7501.9,15708.34,8902.68,2500.22,6801.6,1600.09,1900.13,24321.62,10904.42,14107.42
70.003,4100.54,26627600.6,8902.56,7201.69,36042.53,14506.9,10603.71,800.02,12405.09,4400.64,9703.12,2000.13,9402.94,1900.12,3300.36,6901.59,13406.06,33137.09,20714.51,4500.7,12305.23,3900.53,1700.11,31837.04,25123.42,26225.61
70.314,7401.75,40534210.28,10503.57,6501.37,44565,17409.95,16208.66,1700.1,18311.08,6101.23,11604.46,3200.34,12705.36,3900.51,5400.97,9002.71,21816.05,56507.78,32535.78,5401,12905.74,5300.98,2200.18,40560.1,42165.93,42667.76
70.625,12304.84,60801763.86,23918.49,8602.4,70462.37,34438.89,26423,2600.22,26022.37,6601.44,24319.59,6501.4,15407.88,6101.24,7902.08,13105.74,31533.52,93293.4,52392.72,7101.74,24520.73,8902.77,5301.02,58123.33,68875.73,75511.96
70.936,20713.7,85760664.42,28025.38,9002.63,123497.93,53694.47,39551.5,4700.73,43061.2,8202.23,34840.19,7401.82,23818.84,8302.29,11804.64,14607.13,46372.46,127346.06,72276.34,10103.51,25221.93,12505.46,7001.78,72994.42,101581.8,93827.03
71.247,26622.63,116638527.6,44062.71,12304.92,191798.23,64034.32,57006.93,4900.79,60822.04,11004.01,48678.42,9402.93,31232.39,9102.76,13606.16,19412.6,58916.91,161780.25,113736.07,12205.13,35944.53,14006.85,5901.27,83353.41,120335.42,110957.06
71.558,28826.53,145848965.8,50783.27,10003.25,225859.82,82724.03,66445.22,6401.35,73277.06,12605.26,53896.12,12104.86,40755.13,11404.33,15808.31,19813.12,58716.11,197206.43,109806.51,11504.55,39152.83,15007.87,8102.38,101273.85,145380.75,140128.18
71.869,34638.29,162992816.1,59012.4,11704.45,257149.37,90669.04,64034.88,5200.89,82725.59,13606.13,54899.73,13305.87,34840.31,9703.13,14807.3,21014.76,72175.38,194065.25,132693.17,11804.79,40656.97,15208.08,7101.83,84661.42,144875.35,124777.71
72.18,27924.89,158057453.5,57004.91,12004.68,226874.69,82020.22,73879.48,6401.35,76794.44,11504.38,53093.28,13305.87,36544.33,10603.74,13706.25,18611.58,59920.93,179685.22,118876.3,10403.72,33238.08,16509.52,4700.8,74401.98,135781.29,145990.21
72.49,31531.73,141714828.2,51585.92,11204.08,213889.12,80311.16,60118.9,6701.48,75387.4,11604.46,51688.41,10903.94,33437.13,9803.2,15407.9,18811.83,62330.83,189000.27,100440.23,10303.65,29930.88,15007.87,5601.14,68772.61,132044.39,129320.44
72.802,33535.89,121043652.7,49479.05,10603.65,212570.85,80110.1,59817.72,6901.57,72875.14,14506.96,45468.42,11904.7,30330.55,9903.26,15808.31,14707.23,56808.7,170173.7,109907.25,8902.73,30231.51,18612.1,6101.35,62442.32,124472.77,114587.38
73.113,30629.95,126538165.3,46269.13,11003.93,188457,79104.87,60821.69,6001.19,71066.55,9903.25,44966.92,11304.24,31132.18,7201.73,12305.04,13406.01,56607.94,171084.12,105273.68,7501.94,25522.46,12105.12,5801.22,60835.1,112669.51,107831.72
73.425,27624.36,109910565,47974.32,9502.93,188457,76089.56,53594.51,4100.56,57609.5,11204.16,42559.96,8302.29,25521.63,8002.13,13806.34,11304.27,43062.49,152886.38,87357.48,6401.41,23218.59,13206.09,5701.18,47382,101682.55,98560.79
73.736,23717.96,93162164.58,37946.51,8902.58,130052.03,57307.61,43462.17,4400.64,51387.13,8302.28,37346.18,6301.32,22316.54,6301.32,8102.19,11804.66,40154.33,119380,72477.32,6001.24,20214.09,10403.78,3700.5,43268.38,82049.26,69077.42
74.047,19912.66,82465589.34,26823.25,8202.19,123397.1,48677.65,37145.43,4700.73,37747.04,7902.07,26924.01,7201.72,19412.52,2600.23,6701.5,10003.35,32736.12,93595.3,57913.26,5601.08,16609.52,8102.29,3200.37,37752.07,65760.21,59732.72
74.358,15007.19,64894457.7,25420.88,9302.81,86544.82,37145.24,27224.41,2400.19,33136.26,5801.11,20213.53,4400.64,14607.09,3600.43,5901.16,5400.98,28527.44,68960.44,46372.66,3700.47,11704.73,6801.62,2400.21,25724.19,39758.63,42667.76
74.669,10503.52,52126716.79,18611.2,7301.73,75184.83,32334.28,20513.86,1900.12,24419.7,6201.27,18210.99,4200.59,14807.29,3400.38,4600.7,5901.17,18211.18,54098.79,31734.04,2900.29,10203.59,5701.14,1800.12,21416.77,37853.14,41363.69
74.98,8902.53,44148772.86,12505.06,10303.45,56102.99,21815.61,19212.16,1800.11,20814.31,3900.5,12305.02,3100.32,9202.82,2300.18,3700.46,4000.54,16909.65,42862.04,27225.06,2400.2,7201.79,3100.34,900.03,16009.37,30334.13,32138.46
75.291,7701.9,33710578.88,11304.13,10003.25,48878.18,19312.23,14006.47,1000.03,16008.47,3500.41,11204.16,2700.24,7802.02,2900.28,3400.39,5400.98,12505.28,39252.03,23218.23,3000.31,7001.69,2700.25,1600.09,14707.91,28530.2,24121.67
75.602,6701.43,29567319.41,8802.51,6701.46,37445.91,17910.52,12204.91,1100.04,12705.33,5300.93,8402.34,2400.19,5100.86,1800.11,2700.24,2900.28,10503.72,31333.16,21816.09,1500.08,6601.5,2600.24,400.01,12205.45,18713,21216.77
75.913,5901.11,22680809.88,7201.68,8002.08,28226.09,13105.64,9603.04,1200.05,9903.24,4200.58,6001.19,1500.07,6001.2,1700.1,2200.16,3500.41,7601.95,23118.06,12305.12,700.02,4200.61,1500.08,800.02,10604.11,14708.03,16209.79
76.224,3800.46,19482012.94,7201.68,8602.4,21915.74,11604.42,6101.23,800.02,8602.44,2800.26,5501,1500.07,4900.8,1700.1,1700.1,1400.07,6001.21,16509.21,9903.32,2100.15,3300.38,1700.1,1100.04,7702.17,14808.14,14307.63
76.535,3700.44,14378617.51,4400.63,8402.29,21314.88,8902.6,4700.73,500.01,4800.76,3300.36,3100.32,1400.07,3700.46,500.01,1400.07,2300.18,4600.71,14006.63,7101.71,900.03,2800.27,900.03,400.01,4900.88,8902.94,10704.27
76.846,3100.31,12645163.56,3600.42,6501.37,12605.21,7401.8,4200.58,300,7001.62,3200.34,2900.28,1300.06,3500.41,900.03,1400.07,1400.07,3600.44,10203.52,7501.91,800.02,3100.33,800.02,300,4500.74,8402.62,8102.45
77.157,1900.12,11179348.69,4000.52,7201.69,12505.12,6601.43,3500.4,600.01,7301.76,3100.32,2500.21,400.01,3700.46,600.01,600.01,900.03,2900.28,8302.33,3500.42,400.01,1800.11,200,500.01,3500.45,6301.47,8702.82
77.469,900.03,10086901.01,2300.17,8002.08,10603.69,6701.47,3100.32,400.01,5100.86,3100.32,2100.15,800.02,2500.21,900.03,1000.03,1700.1,2200.16,7001.66,3900.52,300,1400.07,300,200,4100.62,4000.59,4400.72
77.78,1200.05,8279507.22,1200.05,8002.08,8502.37,4100.55,2700.24,500.01,6501.4,2800.26,2500.21,600.01,1800.11,200,1000.03,1400.07,2200.16,5200.91,4300.63,600.01,1100.04,500.01,200,3600.47,2500.23,3600.48
78.091,1500.07,7268646.26,2600.22,8202.19,6101.22,5200.89,2100.15,100,4000.53,3800.48,1300.06,100,2400.19,700.02,600.01,1000.03,1900.12,3900.51,3100.33,200,1000.03,200,200,2400.21,4200.66,3500.46
78.402,1200.05,6637756.4,500.01,6901.55,3300.36,4500.66,1900.12,400.01,3500.4,4100.56,1700.1,300,1800.11,400.01,1000.03,700.02,1400.07,2500.21,1600.09,100,1000.03,400.01,100,2400.21,2100.16,1900.13
78.713,400.01,5953584.12,1100.04,8202.19,3900.5,6501.39,2200.16,200,3200.34,2400.19,1300.06,500.01,2600.22,300,600.01,400.01,1000.03,2700.25,2300.18,200,600.01,100,100,1600.09,2200.18,2600.25
79.024,400.01,5834354.04,1100.04,7201.69,3100.32,3600.43,1100.04,100,3600.43,2800.26,400.01,300,2600.22,200,300,600.01,1900.12,2600.23,1300.06,400.01,500.01,100,100,1700.11,1500.08,1200.05
79.335,400.01,5010717.69,800.02,6301.29,3300.36,3100.32,700.02,0,2700.24,2400.19,400.01,300,1900.12,400.01,400.01,400.01,1000.03,2000.14,800.02,300,200,300,0,1500.08,1200.05,1100.05
79.646,400.01,5099271.6,400.01,7001.59,3700.45,3500.4,800.02,600.01,2500.21,2700.24,900.03,100,2200.16,200,300,900.03,700.02,2000.14,1100.04,0,1000.03,200,200,1700.11,1200.05,1000.04
79.957,600.01,4397936.04,700.02,7101.64,2600.22,3300.36,1200.05,200,2900.28,3800.48,1100.04,200,1800.11,100,500.01,500.01,700.02,1000.03,900.03,200,200,0,0,2100.16,600.01,1300.06
80.268,300,4375221.97,500.01,7701.93,2900.28,3200.34,400.01,400.01,2200.16,2600.22,400.01,500.01,2800.26,100,400.01,700.02,700.02,900.03,900.03,0,800.02,400.01,200,1500.08,1200.05,900.03
80.579,400.01,4159033.3,600.01,6401.33,2300.17,3000.3,800.02,100,2000.13,2100.15,300,300,1500.07,200,600.01,600.01,700.02,1300.06,1100.04,100,600.01,200,0,1100.04,1300.06,800.02
80.89,300,4018043.84,400.01,6801.5,2700.24,3500.4,600.01,300,2700.24,2000.13,0,300,1100.04,100,600.01,300,400.01,300,800.02,0,300,0,0,900.03,800.02,500.01
81.202,300,4054634.47,300,6401.33,1800.11,4000.53,800.02,300,2900.28,3100.32,200,400.01,1800.11,300,300,300,300,900.03,200,100,300,0,0,1400.07,900.03,400.01
81.513,200,3934814.15,600.01,6101.21,1300.06,2800.26,600.01,100,2400.19,2800.26,800.02,200,1600.09,300,800.02,200,100,1000.03,300,0,100,100,0,1400.07,700.02,100
81.824,100,4538561.43,500.01,7601.88,1500.07,3200.34,300,400.01,2600.22,4500.67,200,100,1400.07,0,200,300,200,400.01,400.01,0,200,0,0,600.01,200,300
82.135,0,3796442.27,500.01,5400.95,2000.13,3900.5,900.03,400.01,2600.22,3400.38,100,300,1700.1,200,500.01,300,700.02,1100.04,100,0,300,100,0,700.02,400.01,300
82.446,0,3611461.41,300,6201.25,2000.13,3600.43,1000.03,200,2400.19,3000.3,500.01,300,1500.07,200,300,500.01,200,800.02,100,0,100,0,100,200,500.01,600.01
82.757,200,3887515.71,400.01,7301.73,2000.13,2600.22,700.02,300,2900.28,3600.43,0,100,1500.07,200,100,600.01,200,500.01,300,100,200,0,0,1000.04,100,300
83.068,100,3616008.28,100,6801.5,1900.12,3700.45,300,600.01,2000.13,2900.28,100,100,2000.13,300,300,500.01,100,300,300,0,100,100,200,1000.04,300,400.01
83.379,300,3549952.03,100,8202.19,1100.04,3000.3,600.01,200,2300.18,3200.34,200,0,2000.13,100,300,100,200,300,300,200,200,100,0,600.01,400.01,200
83.69,100,3495980.94,100,7001.59,1100.04,3800.47,300,100,2400.19,3800.48,100,0,1200.05,0,200,200,200,300,0,0,100,0,0,800.02,0,100
84.001,0,3461082.89,400.01,7101.64,1100.04,2700.24,300,300,2600.22,2900.28,100,0,1000.03,300,300,200,100,1000.03,0,0,200,0,100,300,700.02,0
84.312,400.01,3448928.59,100,6101.21,2000.13,2500.21,400.01,300,2000.13,2800.26,0,200,1700.1,400.01,400.01,600.01,200,100,500.01,100,400.01,0,0,800.02,100,300
84.623,0,3553228.99,300,7101.64,1500.07,3500.4,500.01,300,1600.08,2800.26,100,200,1300.06,100,500.01,400.01,100,400.01,100,100,100,0,0,800.02,0,0
84.934,0,3422838.75,0,7001.59,1400.06,2500.21,400.01,500.01,2800.26,2100.15,100,0,2200.16,100,200,300,100,100,0,100,200,0,0,900.03,200,100
85.246,0,3419591.09,100,5801.09,600.01,3300.36,600.01,100,2700.24,3800.48,100,200,1400.07,0,400.01,100,200,200,0,0,0,0,0,900.03,200,500.01
85.557,0,3311049.29,300,7601.88,800.02,3000.3,900.03,0,2300.18,2900.28,100,100,1200.05,400.01,200,200,400.01,200,0,100,300,0,0,700.02,0,0
85.868,200,3356792.65,0,8202.19,1100.04,4300.61,100,0,2700.24,2300.18,100,0,1700.1,200,300,400.01,100,100,100,0,400.01,0,0,700.02,0,100
86.179,100,3381327.42,100,7301.73,1500.07,2100.14,500.01,200,2200.16,3900.5,0,0,2100.15,0,100,200,600.01,0,0,0,100,0,0,500.01,100,0
86.49,0,3382016.48,200,6901.55,1900.12,2600.22,300,300,2800.26,2700.24,0,100,2000.13,0,200,200,100,0,100,200,100,0,0,800.02,200,0
86.801,0,3363652.03,300,7801.98,600.01,3200.34,400.01,200,1500.07,1900.12,100,200,2300.18,400.01,300,500.01,0,0,0,0,100,0,0,500.01,0,100
87.112,0,3316836.01,200,7902.03,900.03,2100.14,500.01,100,1900.12,2700.24,0,0,1700.1,500.01,500.01,300,600.01,0,0,100,100,0,0,500.01,0,0
87.423,100,3316963.75,100,7301.73,1000.03,3400.38,700.02,0,2700.24,2000.13,100,200,2000.13,0,100,400.01,100,200,0,100,100,0,0,300,200,100
87.734,0,3292625.85,0,8402.29,600.01,2900.28,200,0,2200.16,2800.26,100,300,1800.11,0,500.01,600.01,300,0,100,0,100,0,0,300,0,0
88.045,100,3316678.59,200,6501.37,900.03,2600.22,300,300,2400.19,2200.16,300,100,1400.07,0,200,600.01,400.01,0,200,0,400.01,0,0,800.02,0,0
88.356,0,3332700.47,200,6901.55,1800.11,3600.43,300,100,1700.1,2800.26,0,0,1800.11,100,300,400.01,100,0,100,0,100,0,0,600.01,0,0
88.667,0,3285008.67,0,7601.88,1800.11,4300.61,200,400.01,2100.15,1700.1,0,100,1300.06,100,300,400.01,300,300,100,200,200,0,0,700.02,0,200
88.979,0,3367322.73,100,8402.29,700.02,2100.14,600.01,200,2600.22,1900.12,0,0,900.03,0,200,500.01,300,100,300,100,100,0,0,1200.05,0,0
89.29,0,3311442.65,200,7501.83,800.02,3400.38,200,0,2500.21,2900.28,0,100,2600.22,100,500.01,600.01,300,0,100,200,200,0,0,600.01,0,100
89.601,100,3330397.73,100,6601.42,1000.03,4200.58,600.01,200,2200.16,2200.16,0,0,1400.07,0,500.01,300,200,0,0,0,100,0,0,400.01,0,100
89.912,0,3315645,200,7701.93,1100.04,4500.66,900.03,100,2200.16,3300.36,200,100,1400.07,0,300,100,0,0,0,0,200,0,0,400.01,0,0
90.223,0,3297300.46,100,7902.03,1300.06,2500.21,300,100,2500.21,2600.22,0,100,1800.11,200,500.01,300,100,0,0,100,200,0,0,300,100,100
90.534,0,3318282.5,100,8002.08,1300.06,3600.43,500.01,100,2100.15,2000.13,0,0,1600.09,100,300,300,400.01,100,200,0,100,0,0,800.02,0,0
90.845,0,3293412.96,300,8102.13,1200.05,3100.32,0,400.01,1900.12,2600.22,0,0,1000.03,200,300,500.01,100,0,100,200,400.01,0,0,400.01,0,0
91.156,0,3298205.93,100,6601.42,800.02,2900.28,400.01,100,2400.19,2700.24,0,0,1900.12,100,600.01,400.01,200,0,0,0,100,0,100,400.01,0,0
91.467,0,3314749.68,300,6401.33,500.01,2300.17,200,100,1800.11,2300.18,0,200,1400.07,100,200,600.01,0,0,0,0,100,0,0,700.02,0,0
91.778,0,3298215.7,200,6301.29,900.03,3200.34,200,0,2100.15,2700.24,0,200,1700.1,0,100,300,200,0,0,0,400.01,0,0,700.02,0,0
92.089,0,3297664.53,200,5601.02,900.03,3500.4,100,100,2500.21,2500.21,400.01,0,2500.21,0,0,800.02,0,0,0,100,100,0,0,800.02,0,0
92.4,0,3295312.57,100,7001.59,1100.04,3200.34,400.01,100,2100.15,1800.11,0,200,2600.22,0,300,600.01,100,100,0,0,0,0,0,700.02,100,0
92.711,100,3255228,0,8002.08,1300.06,3900.5,500.01,0,2800.26,2500.21,0,100,1100.04,100,100,600.01,100,0,0,0,100,0,0,700.02,0,0
93.023,100,3244362.96,0,7701.93,300,3000.3,0,0,2300.18,2000.13,0,300,1800.11,0,500.01,400.01,100,0,0,200,100,0,0,600.01,0,0
93.334,0,3328488.36,400.01,8102.13,600.01,2700.24,700.02,100,2000.13,3100.32,200,100,1600.09,100,300,400.01,100,0,0,0,400.01,0,0,800.02,100,0
93.645,0,3318863.36,0,7601.88,2200.16,4000.53,300,100,3000.3,2200.16,0,0,1400.07,0,600.01,600.01,100,400.01,0,100,200,0,100,1000.04,0,0
93.956,200,3804000.87,500.01,8302.24,1100.04,3100.32,1200.05,300,1800.11,2700.24,0,200,1400.07,200,300,300,0,0,0,100,300,0,0,900.03,1200.05,0
94.267,0,3372647.34,100,7501.83,500.01,3300.36,500.01,0,1800.11,3200.34,200,100,2200.16,0,400.01,500.01,0,100,100,200,600.01,0,0,1200.05,100,100
94.578,0,3467657.11,100,7301.73,1200.05,2500.21,300,0,1700.1,3000.3,200,400.01,1700.1,100,100,500.01,200,400.01,200,100,500.01,0,0,500.01,200,0
94.889,0,3670805.55,100,7501.83,1100.04,3200.34,500.01,0,2900.28,2400.19,400.01,100,3000.3,500.01,400.01,1100.04,1600.09,2500.21,1500.08,1500.08,3400.4,700.02,400.01,7502.06,3800.54,5501.13
95.2,1000.03,8985842.39,2400.19,6901.55,10903.9,6801.52,4800.76,700.02,6301.31,4100.56,3200.34,200,4900.8,1500.07,2600.23,2100.15,8602.5,18010.97,12205.04,3200.35,16509.4,1700.1,600.01,17511.21,14507.81,20515.68
95.511,3200.33,21929420.8,6601.41,7801.98,22416.46,10303.48,7601.9,900.03,8702.5,4000.53,5400.97,1300.06,5100.86,2400.19,2700.24,3800.48,8802.62,14607.21,11804.71,2800.27,18812.21,1200.05,1300.06,18812.94,14107.39,20014.92
95.822,2800.25,19728414.5,7301.73,8002.08,14506.9,12805.38,9202.79,1200.05,10803.86,5200.9,8202.23,1200.05,7401.82,3500.41,2500.21,2700.24,8102.22,20614.36,15307.93,3500.42,18812.21,1500.08,1100.04,21316.61,9403.28,20715.99
96.133,3900.49,19039441.05,9502.92,8402.29,19912.99,14106.53,7401.81,600.01,8802.56,3500.41,3900.5,1600.09,7001.63,1400.07,2000.13,2500.21,9202.86,16909.67,10803.95,2800.27,12805.66,900.03,1100.04,13206.38,10504.1,15408.84
